sales_id,order_id,product_id,price_per_unit,quantity_sales,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,city,state,product_type,product_name,size,colour,price,quantity_products,description
1495,305,188,"$98,00",2,"$196,00",234,"$13.377,00",07/09/2021,7/26/2021,Duncan Walliker,Genderfluid,37,861 Thomas LoopApt. 385,West Zoe,Victoria,Shirt,Camp Collared,L,yellow,"$112,00",71,"A yellow coloured, L sized, Camp Collared Shirt"
1496,305,308,"$105,00",2,"$210,00",234,"$13.377,00",07/09/2021,7/26/2021,Duncan Walliker,Genderfluid,37,861 Thomas LoopApt. 385,West Zoe,Victoria,Shirt,Cuban Collar,L,indigo,"$93,00",65,"A indigo coloured, L sized, Cuban Collar Shirt"
1497,306,768,"$109,00",3,"$327,00",747,"$51.492,00",10/16/2021,10/19/2021,Cristen Hagley,Bigender,25,9018 Paige WayApt. 282,Lake Gabriella,Victoria,Jacket,Peacoat,L,violet,"$102,00",65,"A violet coloured, L sized, Peacoat Jacket"
1498,307,349,"$109,00",1,"$109,00",679,"$17.726,00",10/11/2021,10/28/2021,Osgood Percifer,Genderqueer,76,7219 Charlotte SummitSuite 507,Cameronton,Western Australia,Shirt,Mandarin Collar,XL,violet,"$108,00",71,"A violet coloured, XL sized, Mandarin Collar Shirt"
1499,307,886,"$94,00",3,"$282,00",679,"$17.726,00",10/11/2021,10/28/2021,Osgood Percifer,Genderqueer,76,7219 Charlotte SummitSuite 507,Cameronton,Western Australia,Trousers,Cords,S,yellow,"$113,00",68,"A yellow coloured, S sized, Cords Trousers"
1500,307,1070,"$93,00",2,"$186,00",679,"$17.726,00",10/11/2021,10/28/2021,Osgood Percifer,Genderqueer,76,7219 Charlotte SummitSuite 507,Cameronton,Western Australia,Trousers,Joggers,XS,blue,"$94,00",67,"A blue coloured, XS sized, Joggers Trousers"
1501,307,1177,"$99,00",3,"$297,00",679,"$17.726,00",10/11/2021,10/28/2021,Osgood Percifer,Genderqueer,76,7219 Charlotte SummitSuite 507,Cameronton,Western Australia,Trousers,High-Waisted,M,blue,"$98,00",52,"A blue coloured, M sized, High-Waisted Trousers"
1502,308,598,"$112,00",1,"$112,00",549,"$18.834,00",2/13/2021,03/08/2021,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,Gleasonburgh,Northern Territory,Jacket,Cardigan,L,red,"$118,00",41,"A red coloured, L sized, Cardigan Jacket"
1503,308,678,"$113,00",3,"$339,00",549,"$18.834,00",2/13/2021,03/08/2021,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,Gleasonburgh,Northern Territory,Jacket,Parka,L,yellow,"$119,00",72,"A yellow coloured, L sized, Parka Jacket"
1504,308,944,"$96,00",3,"$288,00",549,"$18.834,00",2/13/2021,03/08/2021,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,Gleasonburgh,Northern Territory,Trousers,Drawstring,XL,violet,"$104,00",80,"A violet coloured, XL sized, Drawstring Trousers"
1505,309,406,"$119,00",1,"$119,00",390,"$26.229,00",01/07/2021,1/25/2021,Bee Mazonowicz,Bigender,36,806 O'connell CrestApt. 665,South Eveshire,Western Australia,Shirt,Casual Slim Fit,S,blue,"$113,00",75,"A blue coloured, S sized, Casual Slim Fit Shirt"
1506,309,350,"$94,00",2,"$188,00",390,"$26.229,00",01/07/2021,1/25/2021,Bee Mazonowicz,Bigender,36,806 O'connell CrestApt. 665,South Eveshire,Western Australia,Shirt,Henley,XS,red,"$92,00",62,"A red coloured, XS sized, Henley Shirt"
1507,310,640,"$93,00",2,"$186,00",348,"$18.372,00",4/25/2021,5/15/2021,Thorny Nornable,Genderqueer,76,4070 Nathan CircuitSuite 296,Rubyfort,Tasmania,Jacket,Coach,XS,yellow,"$115,00",52,"A yellow coloured, XS sized, Coach Jacket"
1508,310,1036,"$90,00",2,"$180,00",348,"$18.372,00",4/25/2021,5/15/2021,Thorny Nornable,Genderqueer,76,4070 Nathan CircuitSuite 296,Rubyfort,Tasmania,Trousers,Relaxed Leg,S,blue,"$95,00",57,"A blue coloured, S sized, Relaxed Leg Trousers"
1509,310,78,"$118,00",1,"$118,00",348,"$18.372,00",4/25/2021,5/15/2021,Thorny Nornable,Genderqueer,76,4070 Nathan CircuitSuite 296,Rubyfort,Tasmania,Shirt,Flannel,L,orange,"$96,00",59,"A orange coloured, L sized, Flannel Shirt"
1510,310,1105,"$115,00",3,"$345,00",348,"$18.372,00",4/25/2021,5/15/2021,Thorny Nornable,Genderqueer,76,4070 Nathan CircuitSuite 296,Rubyfort,Tasmania,Trousers,Cropped,XS,blue,"$99,00",47,"A blue coloured, XS sized, Cropped Trousers"
1511,310,870,"$113,00",2,"$226,00",348,"$18.372,00",4/25/2021,5/15/2021,Thorny Nornable,Genderqueer,76,4070 Nathan CircuitSuite 296,Rubyfort,Tasmania,Trousers,Chinos,XS,violet,"$100,00",72,"A violet coloured, XS sized, Chinos Trousers"
1512,311,317,"$109,00",2,"$218,00",807,"$21.226,00",03/07/2021,3/25/2021,Dena Banbrick,Polygender,26,80 Adam HillSuite 633,Tylershire,Queensland,Shirt,Mandarin Collar,M,red,"$108,00",60,"A red coloured, M sized, Mandarin Collar Shirt"
1513,311,39,"$104,00",3,"$312,00",807,"$21.226,00",03/07/2021,3/25/2021,Dena Banbrick,Polygender,26,80 Adam HillSuite 633,Tylershire,Queensland,Shirt,Dress,XL,red,"$119,00",47,"A red coloured, XL sized, Dress Shirt"
1514,311,399,"$119,00",1,"$119,00",807,"$21.226,00",03/07/2021,3/25/2021,Dena Banbrick,Polygender,26,80 Adam HillSuite 633,Tylershire,Queensland,Shirt,Casual Slim Fit,XL,yellow,"$113,00",78,"A yellow coloured, XL sized, Casual Slim Fit Shirt"
1515,311,1191,"$105,00",1,"$105,00",807,"$21.226,00",03/07/2021,3/25/2021,Dena Banbrick,Polygender,26,80 Adam HillSuite 633,Tylershire,Queensland,Trousers,Pleated,S,red,"$90,00",78,"A red coloured, S sized, Pleated Trousers"
1516,312,285,"$105,00",2,"$210,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Shirt,Cuban Collar,XS,orange,"$93,00",62,"A orange coloured, XS sized, Cuban Collar Shirt"
1517,312,31,"$96,00",2,"$192,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Shirt,Oxford Cloth,S,violet,"$114,00",41,"A violet coloured, S sized, Oxford Cloth Shirt"
1518,312,899,"$94,00",3,"$282,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Trousers,Cords,XL,blue,"$113,00",65,"A blue coloured, XL sized, Cords Trousers"
1519,312,713,"$119,00",1,"$119,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Jacket,Trench Coat,L,yellow,"$112,00",77,"A yellow coloured, L sized, Trench Coat Jacket"
1520,312,155,"$91,00",2,"$182,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Shirt,Linen,XS,green,"$116,00",49,"A green coloured, XS sized, Linen Shirt"
1521,312,78,"$118,00",2,"$236,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Shirt,Flannel,L,orange,"$96,00",59,"A orange coloured, L sized, Flannel Shirt"
1522,312,895,"$94,00",3,"$282,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Trousers,Cords,XS,blue,"$113,00",60,"A blue coloured, XS sized, Cords Trousers"
1523,312,684,"$113,00",2,"$226,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Jacket,Parka,XL,green,"$119,00",55,"A green coloured, XL sized, Parka Jacket"
1524,312,836,"$117,00",1,"$117,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Jacket,Shearling,S,violet,"$95,00",49,"A violet coloured, S sized, Shearling Jacket"
1525,312,1239,"$112,00",3,"$336,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Trousers,Tracksuit Bottoms,XL,yellow,"$91,00",59,"A yellow coloured, XL sized, Tracksuit Bottoms Trousers"
1526,312,949,"$97,00",1,"$97,00",683,"$38.591,00",07/06/2021,7/31/2021,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,West Finnberg,Australian Capital Territory,Trousers,Slim-Fit,XL,red,"$119,00",67,"A red coloured, XL sized, Slim-Fit Trousers"
1527,313,540,"$98,00",3,"$294,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Jacket,Leather,XS,green,"$113,00",57,"A green coloured, XS sized, Leather Jacket"
1528,313,196,"$98,00",1,"$98,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Shirt,Camp Collared,S,blue,"$112,00",75,"A blue coloured, S sized, Camp Collared Shirt"
1529,313,1129,"$102,00",2,"$204,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Trousers,Cargo Pants,XL,orange,"$106,00",61,"A orange coloured, XL sized, Cargo Pants Trousers"
1530,313,1063,"$93,00",3,"$279,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Trousers,Joggers,L,yellow,"$94,00",58,"A yellow coloured, L sized, Joggers Trousers"
1531,313,420,"$107,00",2,"$214,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Jacket,Denim,XS,red,"$92,00",60,"A red coloured, XS sized, Denim Jacket"
1532,313,123,"$92,00",3,"$276,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Shirt,Denim,L,green,"$115,00",71,"A green coloured, L sized, Denim Shirt"
1533,313,527,"$98,00",3,"$294,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Jacket,Leather,M,red,"$113,00",54,"A red coloured, M sized, Leather Jacket"
1534,313,2,"$96,00",1,"$96,00",266,"$24.507,00",06/02/2021,06/11/2021,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,Laylabury,New South Wales,Shirt,Oxford Cloth,M,red,"$114,00",54,"A red coloured, M sized, Oxford Cloth Shirt"
1535,314,869,"$113,00",2,"$226,00",95,"$49.262,00",8/14/2021,8/17/2021,Pierre Rockwill,Non-binary,33,09 Doyle MallApt. 066,Port Jordan,Western Australia,Trousers,Chinos,XL,indigo,"$100,00",78,"A indigo coloured, XL sized, Chinos Trousers"
1536,314,815,"$117,00",3,"$351,00",95,"$49.262,00",8/14/2021,8/17/2021,Pierre Rockwill,Non-binary,33,09 Doyle MallApt. 066,Port Jordan,Western Australia,Jacket,Shearling,XS,yellow,"$95,00",66,"A yellow coloured, XS sized, Shearling Jacket"
1537,314,884,"$94,00",3,"$282,00",95,"$49.262,00",8/14/2021,8/17/2021,Pierre Rockwill,Non-binary,33,09 Doyle MallApt. 066,Port Jordan,Western Australia,Trousers,Cords,XL,orange,"$113,00",72,"A orange coloured, XL sized, Cords Trousers"
1538,314,1257,"$112,00",3,"$336,00",95,"$49.262,00",8/14/2021,8/17/2021,Pierre Rockwill,Non-binary,33,09 Doyle MallApt. 066,Port Jordan,Western Australia,Trousers,Tracksuit Bottoms,M,violet,"$91,00",73,"A violet coloured, M sized, Tracksuit Bottoms Trousers"
1539,314,205,"$98,00",1,"$98,00",95,"$49.262,00",8/14/2021,8/17/2021,Pierre Rockwill,Non-binary,33,09 Doyle MallApt. 066,Port Jordan,Western Australia,Shirt,Camp Collared,XS,violet,"$112,00",72,"A violet coloured, XS sized, Camp Collared Shirt"
1540,314,829,"$117,00",3,"$351,00",95,"$49.262,00",8/14/2021,8/17/2021,Pierre Rockwill,Non-binary,33,09 Doyle MallApt. 066,Port Jordan,Western Australia,Jacket,Shearling,XL,blue,"$95,00",79,"A blue coloured, XL sized, Shearling Jacket"
1541,314,935,"$96,00",3,"$288,00",95,"$49.262,00",8/14/2021,8/17/2021,Pierre Rockwill,Non-binary,33,09 Doyle MallApt. 066,Port Jordan,Western Australia,Trousers,Drawstring,XS,indigo,"$104,00",61,"A indigo coloured, XS sized, Drawstring Trousers"
1542,315,677,"$113,00",1,"$113,00",239,"$18.075,00",04/05/2021,4/25/2021,Daria Embleton,Genderfluid,63,39 Wilkinson CrestApt. 257,North Sophie,Australian Capital Territory,Jacket,Parka,M,yellow,"$119,00",46,"A yellow coloured, M sized, Parka Jacket"
1543,315,1089,"$115,00",1,"$115,00",239,"$18.075,00",04/05/2021,4/25/2021,Daria Embleton,Genderfluid,63,39 Wilkinson CrestApt. 257,North Sophie,Australian Capital Territory,Trousers,Cropped,XL,red,"$99,00",78,"A red coloured, XL sized, Cropped Trousers"
1544,315,145,"$91,00",3,"$273,00",239,"$18.075,00",04/05/2021,4/25/2021,Daria Embleton,Genderfluid,63,39 Wilkinson CrestApt. 257,North Sophie,Australian Capital Territory,Shirt,Linen,XS,orange,"$116,00",70,"A orange coloured, XS sized, Linen Shirt"
1545,316,1079,"$93,00",3,"$279,00",179,"$59.876,00",09/12/2021,9/20/2021,Leeann Gowdie,Agender,52,8183 Alexis JunctionApt. 634,Callumborough,Queensland,Trousers,Joggers,XL,indigo,"$94,00",66,"A indigo coloured, XL sized, Joggers Trousers"
1546,316,170,"$91,00",1,"$91,00",179,"$59.876,00",09/12/2021,9/20/2021,Leeann Gowdie,Agender,52,8183 Alexis JunctionApt. 634,Callumborough,Queensland,Shirt,Linen,XS,violet,"$116,00",56,"A violet coloured, XS sized, Linen Shirt"
1547,316,1071,"$93,00",2,"$186,00",179,"$59.876,00",09/12/2021,9/20/2021,Leeann Gowdie,Agender,52,8183 Alexis JunctionApt. 634,Callumborough,Queensland,Trousers,Joggers,S,blue,"$94,00",50,"A blue coloured, S sized, Joggers Trousers"
1548,316,103,"$118,00",3,"$354,00",179,"$59.876,00",09/12/2021,9/20/2021,Leeann Gowdie,Agender,52,8183 Alexis JunctionApt. 634,Callumborough,Queensland,Shirt,Flannel,L,violet,"$96,00",76,"A violet coloured, L sized, Flannel Shirt"
1549,317,254,"$95,00",3,"$285,00",876,"$18.204,00",4/23/2021,4/26/2021,Glynda Dodshon,Male,20,2352 Kutch ParkwayApt. 436,New Aidenfurt,Northern Territory,Shirt,Polo,XL,orange,"$117,00",43,"A orange coloured, XL sized, Polo Shirt"
1550,317,414,"$119,00",2,"$238,00",876,"$18.204,00",4/23/2021,4/26/2021,Glynda Dodshon,Male,20,2352 Kutch ParkwayApt. 436,New Aidenfurt,Northern Territory,Shirt,Casual Slim Fit,XL,indigo,"$113,00",40,"A indigo coloured, XL sized, Casual Slim Fit Shirt"
1551,318,634,"$93,00",1,"$93,00",433,"$39.332,00",1/31/2021,2/17/2021,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,West Michaelport,Tasmania,Jacket,Coach,XL,red,"$115,00",46,"A red coloured, XL sized, Coach Jacket"
1552,318,854,"$113,00",1,"$113,00",433,"$39.332,00",1/31/2021,2/17/2021,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,West Michaelport,Tasmania,Trousers,Chinos,XL,yellow,"$100,00",59,"A yellow coloured, XL sized, Chinos Trousers"
1553,318,542,"$98,00",2,"$196,00",433,"$39.332,00",1/31/2021,2/17/2021,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,West Michaelport,Tasmania,Jacket,Leather,M,green,"$113,00",45,"A green coloured, M sized, Leather Jacket"
1554,319,1152,"$102,00",1,"$102,00",933,"$29.837,00",8/22/2021,9/16/2021,Lenna Beau,Genderqueer,36,76 Thomas ParkwaySuite 490,Port Lillianside,South Australia,Trousers,Cargo Pants,M,violet,"$106,00",58,"A violet coloured, M sized, Cargo Pants Trousers"
1555,319,1202,"$105,00",1,"$105,00",933,"$29.837,00",8/22/2021,9/16/2021,Lenna Beau,Genderqueer,36,76 Thomas ParkwaySuite 490,Port Lillianside,South Australia,Trousers,Pleated,M,yellow,"$90,00",54,"A yellow coloured, M sized, Pleated Trousers"
1556,319,1160,"$99,00",1,"$99,00",933,"$29.837,00",8/22/2021,9/16/2021,Lenna Beau,Genderqueer,36,76 Thomas ParkwaySuite 490,Port Lillianside,South Australia,Trousers,High-Waisted,XS,orange,"$98,00",55,"A orange coloured, XS sized, High-Waisted Trousers"
1557,319,162,"$91,00",3,"$273,00",933,"$29.837,00",8/22/2021,9/16/2021,Lenna Beau,Genderqueer,36,76 Thomas ParkwaySuite 490,Port Lillianside,South Australia,Shirt,Linen,M,blue,"$116,00",58,"A blue coloured, M sized, Linen Shirt"
1558,319,385,"$119,00",1,"$119,00",933,"$29.837,00",8/22/2021,9/16/2021,Lenna Beau,Genderqueer,36,76 Thomas ParkwaySuite 490,Port Lillianside,South Australia,Shirt,Casual Slim Fit,XS,red,"$113,00",49,"A red coloured, XS sized, Casual Slim Fit Shirt"
1559,320,940,"$96,00",1,"$96,00",41,"$19.693,00",8/22/2021,09/12/2021,Hana Stitch,Male,65,647 Violet Estate DrSuite 364,Port Ella,New South Wales,Trousers,Drawstring,XS,violet,"$104,00",62,"A violet coloured, XS sized, Drawstring Trousers"
1560,320,596,"$112,00",3,"$336,00",41,"$19.693,00",8/22/2021,09/12/2021,Hana Stitch,Male,65,647 Violet Estate DrSuite 364,Port Ella,New South Wales,Jacket,Cardigan,S,red,"$118,00",47,"A red coloured, S sized, Cardigan Jacket"
1561,320,1137,"$102,00",3,"$306,00",41,"$19.693,00",8/22/2021,09/12/2021,Hana Stitch,Male,65,647 Violet Estate DrSuite 364,Port Ella,New South Wales,Trousers,Cargo Pants,M,green,"$106,00",78,"A green coloured, M sized, Cargo Pants Trousers"
1562,320,1235,"$112,00",3,"$336,00",41,"$19.693,00",8/22/2021,09/12/2021,Hana Stitch,Male,65,647 Violet Estate DrSuite 364,Port Ella,New South Wales,Trousers,Tracksuit Bottoms,XS,yellow,"$91,00",76,"A yellow coloured, XS sized, Tracksuit Bottoms Trousers"
1563,320,836,"$117,00",1,"$117,00",41,"$19.693,00",8/22/2021,09/12/2021,Hana Stitch,Male,65,647 Violet Estate DrSuite 364,Port Ella,New South Wales,Jacket,Shearling,S,violet,"$95,00",49,"A violet coloured, S sized, Shearling Jacket"
1564,320,844,"$113,00",2,"$226,00",41,"$19.693,00",8/22/2021,09/12/2021,Hana Stitch,Male,65,647 Violet Estate DrSuite 364,Port Ella,New South Wales,Trousers,Chinos,XL,red,"$100,00",71,"A red coloured, XL sized, Chinos Trousers"
1565,321,457,"$118,00",2,"$236,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Jacket,Puffer,M,red,"$110,00",62,"A red coloured, M sized, Puffer Jacket"
1566,321,933,"$96,00",3,"$288,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Trousers,Drawstring,L,blue,"$104,00",50,"A blue coloured, L sized, Drawstring Trousers"
1567,321,673,"$113,00",1,"$113,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Jacket,Parka,L,orange,"$119,00",77,"A orange coloured, L sized, Parka Jacket"
1568,321,615,"$112,00",2,"$224,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Jacket,Cardigan,XS,blue,"$118,00",54,"A blue coloured, XS sized, Cardigan Jacket"
1569,321,1020,"$90,00",1,"$90,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Trousers,Relaxed Leg,XS,orange,"$95,00",64,"A orange coloured, XS sized, Relaxed Leg Trousers"
1570,321,892,"$94,00",1,"$94,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Trousers,Cords,M,green,"$113,00",76,"A green coloured, M sized, Cords Trousers"
1571,321,612,"$112,00",1,"$112,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Jacket,Cardigan,M,green,"$118,00",46,"A green coloured, M sized, Cardigan Jacket"
1572,321,887,"$94,00",2,"$188,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Trousers,Cords,M,yellow,"$113,00",58,"A yellow coloured, M sized, Cords Trousers"
1573,321,944,"$96,00",2,"$192,00",833,"$36.589,00",8/26/2021,8/31/2021,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,Jaspermouth,Western Australia,Trousers,Drawstring,XL,violet,"$104,00",80,"A violet coloured, XL sized, Drawstring Trousers"
1574,322,236,"$106,00",2,"$212,00",686,"$41.400,00",8/17/2021,09/12/2021,Elbertina Gaish,Polygender,22,6801 Jessica JunctionApt. 868,Dickensshire,Victoria,Shirt,Chambray,S,indigo,"$105,00",59,"A indigo coloured, S sized, Chambray Shirt"
1575,322,797,"$91,00",2,"$182,00",686,"$41.400,00",8/17/2021,09/12/2021,Elbertina Gaish,Polygender,22,6801 Jessica JunctionApt. 868,Dickensshire,Victoria,Jacket,Pullover,M,indigo,"$114,00",72,"A indigo coloured, M sized, Pullover Jacket"
1576,322,997,"$106,00",2,"$212,00",686,"$41.400,00",8/17/2021,09/12/2021,Elbertina Gaish,Polygender,22,6801 Jessica JunctionApt. 868,Dickensshire,Victoria,Trousers,Wool,M,green,"$111,00",41,"A green coloured, M sized, Wool Trousers"
1577,322,967,"$97,00",1,"$97,00",686,"$41.400,00",8/17/2021,09/12/2021,Elbertina Gaish,Polygender,22,6801 Jessica JunctionApt. 868,Dickensshire,Victoria,Trousers,Slim-Fit,M,blue,"$119,00",75,"A blue coloured, M sized, Slim-Fit Trousers"
1578,322,537,"$98,00",2,"$196,00",686,"$41.400,00",8/17/2021,09/12/2021,Elbertina Gaish,Polygender,22,6801 Jessica JunctionApt. 868,Dickensshire,Victoria,Jacket,Leather,M,yellow,"$113,00",77,"A yellow coloured, M sized, Leather Jacket"
1579,322,348,"$109,00",1,"$109,00",686,"$41.400,00",8/17/2021,09/12/2021,Elbertina Gaish,Polygender,22,6801 Jessica JunctionApt. 868,Dickensshire,Victoria,Shirt,Mandarin Collar,L,violet,"$108,00",54,"A violet coloured, L sized, Mandarin Collar Shirt"
1580,322,152,"$91,00",3,"$273,00",686,"$41.400,00",8/17/2021,09/12/2021,Elbertina Gaish,Polygender,22,6801 Jessica JunctionApt. 868,Dickensshire,Victoria,Shirt,Linen,M,yellow,"$116,00",59,"A yellow coloured, M sized, Linen Shirt"
1581,323,943,"$96,00",2,"$192,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Trousers,Drawstring,L,violet,"$104,00",62,"A violet coloured, L sized, Drawstring Trousers"
1582,323,635,"$93,00",3,"$279,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Jacket,Coach,XS,orange,"$115,00",42,"A orange coloured, XS sized, Coach Jacket"
1583,323,1000,"$106,00",3,"$318,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Trousers,Wool,XS,blue,"$111,00",58,"A blue coloured, XS sized, Wool Trousers"
1584,323,444,"$107,00",1,"$107,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Jacket,Denim,XL,blue,"$92,00",80,"A blue coloured, XL sized, Denim Jacket"
1585,323,787,"$91,00",2,"$182,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Jacket,Pullover,M,green,"$114,00",47,"A green coloured, M sized, Pullover Jacket"
1586,323,357,"$94,00",3,"$282,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Shirt,Henley,M,orange,"$92,00",70,"A orange coloured, M sized, Henley Shirt"
1587,323,41,"$104,00",2,"$208,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Shirt,Dress,S,orange,"$119,00",69,"A orange coloured, S sized, Dress Shirt"
1588,323,1066,"$93,00",2,"$186,00",852,"$11.437,00",3/23/2021,4/13/2021,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,O'connertown,Tasmania,Trousers,Joggers,S,green,"$94,00",76,"A green coloured, S sized, Joggers Trousers"
1589,324,122,"$92,00",2,"$184,00",99,"$10.411,00",07/05/2021,7/16/2021,Benji Vineall,Genderqueer,75,468 Shields CircleApt. 480,Port Madelineberg,Tasmania,Shirt,Denim,M,green,"$115,00",66,"A green coloured, M sized, Denim Shirt"
1590,324,135,"$92,00",3,"$276,00",99,"$10.411,00",07/05/2021,7/16/2021,Benji Vineall,Genderqueer,75,468 Shields CircleApt. 480,Port Madelineberg,Tasmania,Shirt,Denim,XS,violet,"$115,00",73,"A violet coloured, XS sized, Denim Shirt"
1591,324,647,"$93,00",3,"$279,00",99,"$10.411,00",07/05/2021,7/16/2021,Benji Vineall,Genderqueer,75,468 Shields CircleApt. 480,Port Madelineberg,Tasmania,Jacket,Coach,M,green,"$115,00",63,"A green coloured, M sized, Coach Jacket"
1592,324,269,"$95,00",2,"$190,00",99,"$10.411,00",07/05/2021,7/16/2021,Benji Vineall,Genderqueer,75,468 Shields CircleApt. 480,Port Madelineberg,Tasmania,Shirt,Polo,XL,blue,"$117,00",70,"A blue coloured, XL sized, Polo Shirt"
1593,324,741,"$109,00",3,"$327,00",99,"$10.411,00",07/05/2021,7/16/2021,Benji Vineall,Genderqueer,75,468 Shields CircleApt. 480,Port Madelineberg,Tasmania,Jacket,Peacoat,S,orange,"$102,00",73,"A orange coloured, S sized, Peacoat Jacket"
1594,325,869,"$113,00",3,"$339,00",318,"$18.010,00",05/11/2021,5/28/2021,Glyn Tieman,Polygender,63,37 White Station StApt. 524,Georgiatown,Western Australia,Trousers,Chinos,XL,indigo,"$100,00",78,"A indigo coloured, XL sized, Chinos Trousers"
